sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,years_covered,year_min,year_max,sample_formula,sample_year,measure,criteria_json,n_sumifs
Approved,210,TAG,EXP_CROSS_WAG_WAT_SAN_EXE,Spending in wages in water and sanitation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",func3_16,""0630 Aprovizionarea cu apa"",econ2_16,""210000 Cheltuieli de personal""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0630 Aprovizionarea cu apa"",econ2_16,""210000 Cheltuieli de personal"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0630 Aprovizionarea cu apa""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,210,TAG,EXP_CROSS_WAG_WAT_SAN_EXE,Spending in wages in water and sanitation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",func3_16,""0630 Aprovizionarea cu apa"",econ2_16,""210000 Cheltuieli de personal""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0630 Aprovizionarea cu apa"",econ2_20,""210000 Cheltuieli de personal"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0630 Aprovizionarea cu apa""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,211,HEADER,EXP_CROSS_CAP_MAI_WAT_SAN_EXE,Spending in capital maintenance in water and sanitation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",func3_16,""0630 Aprovizionarea cu apa"",econ5,{""313120 Reparatii capitale ale instalatiilor de transmisie"",""312120 Reparatii capitale ale constructiilor speciale"",""318120 Reparatii capitale ale altor mijloace fixe""}",General Government,,,,,,,[],0
Approved,212,TAG,EXP_CROSS_REC_MAI_WAT_SAN_EXE,Spending in recurrent maintenance in water and sanitation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func3_16,""0630 Aprovizionarea cu apa"",econ5,""222500 Servicii de reparatii curente""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func3_16,""0630 Aprovizionarea cu apa"",econ5_16,""222500 Servicii de reparatii curente"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0630 Aprovizionarea cu apa""}, {""field"": ""econ5_16"", ""op"": ""="", ""value"": ""222500 Servicii de reparatii curente""}]",1
Approved,212,TAG,EXP_CROSS_REC_MAI_WAT_SAN_EXE,Spending in recurrent maintenance in water and sanitation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func3_16,""0630 Aprovizionarea cu apa"",econ5,""222500 Servicii de reparatii curente""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",func3_20,""0630 Aprovizionarea cu apa"",econ5_20,""222500 Servicii de reparatii curente"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0630 Aprovizionarea cu apa""}, {""field"": ""econ5_20"", ""op"": ""="", ""value"": ""222500 Servicii de reparatii curente""}]",1
Approved,213,HEADER,EXP_FUNC_WAT_SAN_FOR_EXE,Spending in water and sanitation (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,215,TAG,EXP_FUNC_HEA_EXE,Health (COFOG 707),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"". ",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}]",1
Approved,215,TAG,EXP_FUNC_HEA_EXE,Health (COFOG 707),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"". ",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}]",1
Approved,215,TAG,EXP_FUNC_HEA_EXE,Health (COFOG 707),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"". ",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}]",1
Approved,216,TAG,EXP_CROSS_WAG_HEA_EXE,Spending in wages in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Personnel""",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",exp_type,""Personnel"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",1
Approved,216,TAG,EXP_CROSS_WAG_HEA_EXE,Spending in wages in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Personnel""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"",econ2_16,""210000 Cheltuieli de personal"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,216,TAG,EXP_CROSS_WAG_HEA_EXE,Spending in wages in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Personnel""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""210000 Cheltuieli de personal"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,217,HEADER,EXP_CROSS_BAS_WAG_HEA_EXE,Spending in basic wages in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Approved,218,HEADER,EXP_CROSS_ALL_HEA_EXE,Spending in allowances in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Approved,219,TAG,EXP_CROSS_CAP_EXP_HEA_EXE,Spending: Capital expenditures in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Capital"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",exp_type,""Capital"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Approved,219,TAG,EXP_CROSS_CAP_EXP_HEA_EXE,Spending: Capital expenditures in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Capital"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"",econ1_16,""300000 Active nefinanciare"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Approved,219,TAG,EXP_CROSS_CAP_EXP_HEA_EXE,Spending: Capital expenditures in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and expenditure_type category ""Capital"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"",econ1_20,""300000 Active nefinanciare"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Approved,220,TAG,EXP_CROSS_GOO_SER_HEA_EXE,Spending in Goods and services in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and econ1 category ""113 Payment for goods and services"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",econ1,""113 Payment for goods and services"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""113 Payment for goods and services""}]",1
Approved,220,TAG,EXP_CROSS_GOO_SER_HEA_EXE,Spending in Goods and services in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and econ1 category ""113 Payment for goods and services"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"",econ2_16,""220000 Bunuri si servicii"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""220000 Bunuri si servicii""}]",1
Approved,220,TAG,EXP_CROSS_GOO_SER_HEA_EXE,Spending in Goods and services in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""09 Healthcare"" and econ1 category ""113 Payment for goods and services"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""220000 Bunuri si servicii"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""220000 Bunuri si servicii""}]",1
Approved,221,HEADER,EXP_FUNC_IMM_EXE,Spending in immunization,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,222,HEADER,EXP_FUNC_IMM_FOR_EXE,Spending in immunization (foreign funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,223,HEADER,EXP_FUNC_HEA_FOR_EXE,Spending in health (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,224,HEADER,EXP_CROSS_CAP_EXP_HEA_FOR_EXE,Spending: Capital expenditures in health (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,225,HEADER,EXP_CROSS_GOO_SER_HEA_FOR_EXE,Spending in Goods and services in health (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,226,HEADER,EXP_FUNC_PRI_HEA_EXE,Spending in primary/secondary health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,227,HEADER,EXP_FUNC_TER_HEA_EXE,Spending in tertiary/quaternary health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Approved,228,TAG,EXP_CROSS_GOO_SER_EMP_CON_HEA_EXE,Spending in Goods and services (employment contracts) in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ5_16,""222930 Servicii de cercetari stiintifice contractate"",func1_16,""0700 Ocrotirea sanatatii""",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUM(SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",econ2,""113.16 Research and innovation services contracted out by self-finance facilities"",func1,""09 Healthcare""))",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""113.16 Research and innovation services contracted out by self-finance facilities""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}]",1
Approved,228,TAG,EXP_CROSS_GOO_SER_EMP_CON_HEA_EXE,Spending in Goods and services (employment contracts) in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ5_16,""222930 Servicii de cercetari stiintifice contractate"",func1_16,""0700 Ocrotirea sanatatii""",General Government,"2016,2017,2018,2019",2016,2019,"=SUM(SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",econ5_16,""222930 Servicii de cercetari stiintifice contractate"",func1_16,""0700 Ocrotirea sanatatii""))",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""econ5_16"", ""op"": ""="", ""value"": ""222930 Servicii de cercetari stiintifice contractate""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}]",1
Approved,228,TAG,EXP_CROSS_GOO_SER_EMP_CON_HEA_EXE,Spending in Goods and services (employment contracts) in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ5_16,""222930 Servicii de cercetari stiintifice contractate"",func1_16,""0700 Ocrotirea sanatatii""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUM(SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",econ5_20,""222930 Servicii de cercetari stiintifice contractate"",func1_20,""0700 Ocrotirea sanatatii""))",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""econ5_20"", ""op"": ""="", ""value"": ""222930 Servicii de cercetari stiintifice contractate""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}]",1
Approved,229,HEADER,EXP_CROSS_GOO_SER_BAS_SER_HEA_EXE,Spending in Goods and services (basic services) in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ5_16,{""222110 Energie electrica"",""222120 Gaze"",""222300 Servicii de locatiune"",""222220 Servicii de telecomunicatii""},func1_16,""0700 Ocrotirea sanatatii""",General Government,,,,,,,[],0
Approved,230,TAG,EXP_CROSS_SUB_HEA_EXE,Spending in subsidies in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""250000 Subsidii"")",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",econ1,""132 Transfers for production purposes"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""132 Transfers for production purposes""}]",1
Approved,230,TAG,EXP_CROSS_SUB_HEA_EXE,Spending in subsidies in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""250000 Subsidii"")",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"",econ2_16,""250000 Subsidii"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""250000 Subsidii""}]",1
Approved,230,TAG,EXP_CROSS_SUB_HEA_EXE,Spending in subsidies in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""250000 Subsidii"")",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"",econ2_20,""250000 Subsidii"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""250000 Subsidii""}]",1
Approved,231,TAG,EXP_CROSS_REC_MAI_HEA_EXE,Spending in recurrent mainternance in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ5_20,""222500 Servicii de reparatii curente"")",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",econ2,""113.18 Current repair of equipment and inventory"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""113.18 Current repair of equipment and inventory""}]",1
Approved,231,TAG,EXP_CROSS_REC_MAI_HEA_EXE,Spending in recurrent mainternance in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ5_20,""222500 Servicii de reparatii curente"")",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func1_16,""0700 Ocrotirea sanatatii"",econ5_16,""222500 Servicii de reparatii curente"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ5_16"", ""op"": ""="", ""value"": ""222500 Servicii de reparatii curente""}]",1
Approved,231,TAG,EXP_CROSS_REC_MAI_HEA_EXE,Spending in recurrent mainternance in health,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func1_20,""0700 Ocrotirea sanatatii"",econ5_20,""222500 Servicii de reparatii curente"")",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",func1_20,""0700 Ocrotirea sanatatii"",econ5_20,""222500 Servicii de reparatii curente"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0700 Ocrotirea sanatatii""}, {""field"": ""econ5_20"", ""op"": ""="", ""value"": ""222500 Servicii de reparatii curente""}]",1
Approved,233,TAG,EXP_FUNC_REV_CUS_EXC_EXE,"Recreation, culture and religion (COFOG 708)",Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 08 Culture, arts, sports and youth activities or 0800 Cultura, sport, tineret, culte si odihna from 2016 onwards",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""08 Culture, arts, sports and youth activities"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""08 Culture, arts, sports and youth activities""}]",1
Approved,233,TAG,EXP_FUNC_REV_CUS_EXC_EXE,"Recreation, culture and religion (COFOG 708)",Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 08 Culture, arts, sports and youth activities or 0800 Cultura, sport, tineret, culte si odihna from 2016 onwards",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0800*"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0800*""}]",1
